"Kia Morning" "$ 10 800 900 288 сом" " 2018 г., 1 л., автомат,хэтчбек 5 дв., бензин,руль слева, цвет: белый" https://im.mashina.kg/tachka/images//0/6/d/06d25efdcea9f6e264f5341b7c269048_240x180.jpg
"Toyota Camry" "$ 22 000 1 833 920 сом" " 2018 г., 2.5 л., автомат,седан, бензин,руль слева, 88 514 км, цвет: синий" https://im.mashina.kg/tachka/images//1/a/3/1a385807045e09b83d851219fdfcb80f_240x180.jpg
"Toyota Camry" "$ 27 800 2 317 408 сом" " 2019 г., 2.5 л., автомат,седан, бензин,руль слева, 40 000 км, цвет: серый" https://im.mashina.kg/tachka/images//a/3/2/a32902919aa23f8c15cb51c9ad1bb64d_240x180.jpg
"Kia Sportage" "$ 21 800 1 817 248 сом" " 2018 г., 2 л., автомат,внедорожник 5 дв., дизель,руль слева, 122 000 км, цвет: белый" https://im.mashina.kg/tachka/images//e/3/c/e3cc1b27ac22d59e30821acbe55ab370_240x180.jpg
"Lexus ES" "$ 34 000 2 834 240 сом" " 2016 г., 2.5 л., вариатор,седан, гибрид,руль слева, 74 000 км, цвет: белый" https://im.mashina.kg/tachka/images//8/1/f/81f674e0eb5b291987b75760d458c589_240x180.jpg
"Mercedes-Benz E-класс" "$ 8 500 708 560 сом" " 2000 г., 3.2 л., автомат,седан, бензин,руль слева, 120 000 км, цвет: синий" https://im.mashina.kg/tachka/images//d/9/4/d94babd7595ab7fe413036e6cb42bd26_240x180.jpg
"Mercedes-Benz E-класс" "$ 13 000 1 083 680 сом" " 2009 г., 2.1 л., автомат,седан, дизель,руль слева, 200 000 км, цвет: черный" https://im.mashina.kg/tachka/images//0/b/6/0b6f90c84fc70099a862970cc6bd4aed_240x180.jpg
"BMW X5" "$ 48 000 4 001 280 сом" " 2016 г., 3 л., автомат,внедорожник 5 дв., дизель,руль слева, 120 000 км, цвет: черный" https://im.mashina.kg/tachka/images//e/e/b/eebe16b5f7e85ee31d44566d313db061_240x180.jpg
"BMW 5 Серия" "$ 5 500 458 480 сом" " 1995 г., 2.5 л., механика,седан, бензин,руль слева, 300 000 км, цвет: белый" https://im.mashina.kg/tachka/images//e/3/0/e305941259efa6c902dba0cb9f960788_240x180.jpg
"Honda Fit" "$ 9 000 750 240 сом" " 2008 г., 1.5 л., автомат,хэтчбек 5 дв., бензин,руль слева, 125 000 км, цвет: хамелеон" https://im.mashina.kg/tachka/images//a/2/1/a21f7176ab529bc1bbb7ce2bc213bdd1_240x180.jpg
"Nissan Rogue" "$ 17 900 1 492 144 сом" " 2016 г., 2.5 л., вариатор,внедорожник 5 дв., бензин,руль слева, 64 000 км, цвет: черный" https://im.mashina.kg/tachka/images//4/9/d/49dc4e4b1f9ad0de7f789d8f999b840b_240x180.jpg
"Mercedes-Benz E-класс" "$ 10 800 900 288 сом" " 2003 г., 3.2 л., автомат,седан, бензин,руль слева, 230 000 км, цвет: хамелеон" https://im.mashina.kg/tachka/images//b/3/a/b3ad0d70625164f500e18fd8c037ef95_240x180.jpg
"Toyota Corolla" "$ 5 938 495 000 сом" " 2006 г., 1.4 л., механика,седан, бензин,руль слева, 305 000 км, цвет: голубой" https://im.mashina.kg/tachka/images//1/6/f/16f8ac48c120ec99a0fe218d0908439e_240x180.jpg
"Lexus ES" "$ 35 800 2 984 288 сом" " 2018 г., 2.5 л., вариатор,седан, гибрид,руль слева, 172 000 км, цвет: белый" https://im.mashina.kg/tachka/images//b/6/2/b6288ca0ede09d90a361737c1c06566e_240x180.jpg
"Lexus RX" "$ 85 000 7 085 600 сом" " 2021 г., 3.5 л., автомат,внедорожник 5 дв., бензин,руль слева, 13 000 км, цвет: черный" https://im.mashina.kg/tachka/images//e/4/e/e4e1c754a2934ad19e9c1bb4a58f5b3d_240x180.jpg
"Toyota Corolla" "$ 23 900 1 992 304 сом" " 2020 г., 1.8 л., вариатор,седан, гибрид,руль слева, 86 000 км, цвет: черный" https://im.mashina.kg/tachka/images//9/0/a/90aa9768cbc0aac196d2dd8fc39a64ef_240x180.jpg
"Toyota Camry" "$ 26 900 2 242 384 сом" " 2019 г., 2.5 л., автомат,седан, бензин,руль слева, 25 100 км, цвет: белый" https://im.mashina.kg/tachka/images//f/6/9/f695142a95189e9dd8252371099abb1e_240x180.jpg
"Toyota Camry" "$ 33 500 2 792 560 сом" " 2021 г., 2.5 л., автомат,седан, бензин,руль слева, 16 000 км, цвет: белый" https://im.mashina.kg/tachka/images//b/a/3/ba3b290ca2b94c133d4b44e6bbb152f5_240x180.jpg
"BMW X5 M" "$ 63 000 5 251 680 сом" " 2016 г., 4.4 л., автомат,внедорожник 5 дв., бензин,руль слева, 91 000 км, цвет: серый" https://im.mashina.kg/tachka/images//2/4/1/2415fb2cde09601f34db44a34654c7c6_240x180.jpg
"Daewoo Nexia" "$ 4 199 350 000 сом" " 2012 г., 1.6 л., механика,седан, бензин,руль слева, 75 000 км, цвет: серебристый" https://im.mashina.kg/tachka/images//3/3/a/33aa7e31ab05e44810b9719eb61d3d66_240x180.jpg
"Toyota Ipsum" "$ 8 800 733 568 сом" " 2004 г., 2.4 л., автомат,компактвэн, бензин,руль справа, 300 000 км, цвет: белый" https://im.mashina.kg/tachka/images//8/e/5/8e510d8ff76ddbfcc47072166d1c9d83_240x180.jpg
"Toyota Camry" "$ 22 000 1 833 920 сом" " 2018 г., 2.5 л., автомат,седан, бензин,руль слева, 88 514 км, цвет: синий" https://im.mashina.kg/tachka/images//1/a/3/1a385807045e09b83d851219fdfcb80f_240x180.jpg
"Toyota Camry" "$ 27 800 2 317 408 сом" " 2019 г., 2.5 л., автомат,седан, бензин,руль слева, 40 000 км, цвет: серый" https://im.mashina.kg/tachka/images//a/3/2/a32902919aa23f8c15cb51c9ad1bb64d_240x180.jpg
"Kia Sportage" "$ 21 800 1 817 248 сом" " 2018 г., 2 л., автомат,внедорожник 5 дв., дизель,руль слева, 122 000 км, цвет: белый" https://im.mashina.kg/tachka/images//e/3/c/e3cc1b27ac22d59e30821acbe55ab370_240x180.jpg
"Lexus ES" "$ 34 000 2 834 240 сом" " 2016 г., 2.5 л., вариатор,седан, гибрид,руль слева, 74 000 км, цвет: белый" https://im.mashina.kg/tachka/images//8/1/f/81f674e0eb5b291987b75760d458c589_240x180.jpg
"Mercedes-Benz E-класс" "$ 8 500 708 560 сом" " 2000 г., 3.2 л., автомат,седан, бензин,руль слева, 120 000 км, цвет: синий" https://im.mashina.kg/tachka/images//d/9/4/d94babd7595ab7fe413036e6cb42bd26_240x180.jpg
"Mercedes-Benz E-класс" "$ 13 000 1 083 680 сом" " 2009 г., 2.1 л., автомат,седан, дизель,руль слева, 200 000 км, цвет: черный" https://im.mashina.kg/tachka/images//0/b/6/0b6f90c84fc70099a862970cc6bd4aed_240x180.jpg
"BMW X5" "$ 48 000 4 001 280 сом" " 2016 г., 3 л., автомат,внедорожник 5 дв., дизель,руль слева, 120 000 км, цвет: черный" https://im.mashina.kg/tachka/images//e/e/b/eebe16b5f7e85ee31d44566d313db061_240x180.jpg
"BMW 5 Серия" "$ 5 500 458 480 сом" " 1995 г., 2.5 л., механика,седан, бензин,руль слева, 300 000 км, цвет: белый" https://im.mashina.kg/tachka/images//e/3/0/e305941259efa6c902dba0cb9f960788_240x180.jpg
"Honda Fit" "$ 9 000 750 240 сом" " 2008 г., 1.5 л., автомат,хэтчбек 5 дв., бензин,руль слева, 125 000 км, цвет: хамелеон" https://im.mashina.kg/tachka/images//a/2/1/a21f7176ab529bc1bbb7ce2bc213bdd1_240x180.jpg
"Nissan Rogue" "$ 17 900 1 492 144 сом" " 2016 г., 2.5 л., вариатор,внедорожник 5 дв., бензин,руль слева, 64 000 км, цвет: черный" https://im.mashina.kg/tachka/images//4/9/d/49dc4e4b1f9ad0de7f789d8f999b840b_240x180.jpg
"Mercedes-Benz E-класс" "$ 10 800 900 288 сом" " 2003 г., 3.2 л., автомат,седан, бензин,руль слева, 230 000 км, цвет: хамелеон" https://im.mashina.kg/tachka/images//b/3/a/b3ad0d70625164f500e18fd8c037ef95_240x180.jpg
"Toyota Corolla" "$ 5 938 495 000 сом" " 2006 г., 1.4 л., механика,седан, бензин,руль слева, 305 000 км, цвет: голубой" https://im.mashina.kg/tachka/images//1/6/f/16f8ac48c120ec99a0fe218d0908439e_240x180.jpg
"Lexus ES" "$ 35 800 2 984 288 сом" " 2018 г., 2.5 л., вариатор,седан, гибрид,руль слева, 172 000 км, цвет: белый" https://im.mashina.kg/tachka/images//b/6/2/b6288ca0ede09d90a361737c1c06566e_240x180.jpg
"Lexus RX" "$ 85 000 7 085 600 сом" " 2021 г., 3.5 л., автомат,внедорожник 5 дв., бензин,руль слева, 13 000 км, цвет: черный" https://im.mashina.kg/tachka/images//e/4/e/e4e1c754a2934ad19e9c1bb4a58f5b3d_240x180.jpg
"Toyota Corolla" "$ 23 900 1 992 304 сом" " 2020 г., 1.8 л., вариатор,седан, гибрид,руль слева, 86 000 км, цвет: черный" https://im.mashina.kg/tachka/images//9/0/a/90aa9768cbc0aac196d2dd8fc39a64ef_240x180.jpg
"Toyota Camry" "$ 26 900 2 242 384 сом" " 2019 г., 2.5 л., автомат,седан, бензин,руль слева, 25 100 км, цвет: белый" https://im.mashina.kg/tachka/images//f/6/9/f695142a95189e9dd8252371099abb1e_240x180.jpg
"Toyota Camry" "$ 33 500 2 792 560 сом" " 2021 г., 2.5 л., автомат,седан, бензин,руль слева, 16 000 км, цвет: белый" https://im.mashina.kg/tachka/images//b/a/3/ba3b290ca2b94c133d4b44e6bbb152f5_240x180.jpg
"BMW X5 M" "$ 63 000 5 251 680 сом" " 2016 г., 4.4 л., автомат,внедорожник 5 дв., бензин,руль слева, 91 000 км, цвет: серый" https://im.mashina.kg/tachka/images//2/4/1/2415fb2cde09601f34db44a34654c7c6_240x180.jpg
"Daewoo Nexia" "$ 4 199 350 000 сом" " 2012 г., 1.6 л., механика,седан, бензин,руль слева, 75 000 км, цвет: серебристый" https://im.mashina.kg/tachka/images//3/3/a/33aa7e31ab05e44810b9719eb61d3d66_240x180.jpg
"Toyota Ipsum" "$ 8 800 733 568 сом" " 2004 г., 2.4 л., автомат,компактвэн, бензин,руль справа, 300 000 км, цвет: белый" https://im.mashina.kg/tachka/images//8/e/5/8e510d8ff76ddbfcc47072166d1c9d83_240x180.jpg
"Kia Morning" "$ 10 800 900 288 сом" " 2018 г., 1 л., автомат,хэтчбек 5 дв., бензин,руль слева, цвет: белый" https://im.mashina.kg/tachka/images//0/6/d/06d25efdcea9f6e264f5341b7c269048_240x180.jpg
"Ford Granada" "$ 2 990 249 246 сом" " 1983 г., 2.8 л., механика,седан, бензин,руль слева, цвет: белый" https://im.mashina.kg/tachka/images//5/7/4/5744c9f55e539695b6b06c94f87043e0_240x180.jpg
"Lexus LX" "$ 59 000 4 918 240 сом" " 2012 г., 5.7 л., автомат,внедорожник 5 дв., бензин,руль слева, 86 000 км, цвет: белый" https://im.mashina.kg/tachka/images//b/1/f/b1f3280213cb6eef797d0b43e9842e6d_240x180.jpg
"Toyota Land Cruiser" "$ 36 000 3 000 960 сом" " 2008 г., 4.7 л., автомат,внедорожник 5 дв., бензин,руль слева, 250 000 км, цвет: серебристый" https://im.mashina.kg/tachka/images//1/a/5/1a5b1e1ba18c292e0b0ba7f08c12f52b_240x180.jpg
"Hyundai Santa Fe" "$ 33 800 2 817 568 сом" " 2019 г., 2 л., автомат,внедорожник 5 дв., бензин,руль слева, 60 000 км, цвет: белый" https://im.mashina.kg/tachka/images//b/f/1/bf1cacf58d7434ce0155a8505261a7ba_240x180.jpg
"Buick Encore" "$ 18 800 1 567 168 сом" " 2019 г., 1.4 л., автомат,внедорожник 5 дв., бензин,руль слева, 8 800 км, цвет: черный" https://im.mashina.kg/tachka/images//1/b/e/1bedb76919b9033efd63fe6905ad0ebe_240x180.jpg
"Lexus RX" "$ 15 500 1 292 080 сом" " 2003 г., 3 л., автомат,внедорожник 5 дв., бензин,руль слева, 184 000 км, цвет: серебристый" https://im.mashina.kg/tachka/images//e/1/e/e1ec83be74fec168fe92dd0a4bfb0e23_240x180.jpg
"Lexus GX" "$ 23 000 1 917 280 сом" " 2005 г., 4.7 л., автомат,внедорожник 5 дв., бензин,руль слева, 190 000 км, цвет: серый" https://im.mashina.kg/tachka/images//c/5/0/c50b44eddde72f6e06ea30b53dfdcb49_240x180.jpg
"Kia Sorento" "$ 23 300 1 942 288 сом" " 2016 г., 2.2 л., автомат,внедорожник 5 дв., дизель,руль слева, 195 000 км, цвет: серый" https://im.mashina.kg/tachka/images//5/c/7/5c77f582c2ec3b6c579cf2f4d8ea82e3_240x180.jpg
"BMW X5" "$ 34 500 2 875 920 сом" " 2016 г., 3 л., автомат,внедорожник 5 дв., бензин,руль слева, 100 900 км, цвет: белый" https://im.mashina.kg/tachka/images//b/8/2/b82b9157becb4515a1103d50e2d41086_240x180.jpg
"Toyota Avalon" "$ 43 000 3 584 480 сом" " 2019 г., 2.5 л., вариатор,седан, гибрид,руль слева, 56 000 км, цвет: серебристый" https://im.mashina.kg/tachka/images//4/f/e/4fef0b9cb7bcce0ccda5941e9830fc0f_240x180.jpg
"Honda Accord" "$ 25 000 2 084 000 сом" " 2018 г., 1.5 л., вариатор,седан, бензин,руль слева, 48 000 км, цвет: черный" https://im.mashina.kg/tachka/images//0/e/9/0e935fcead9adbec0fba36ec0165f458_240x180.jpg
"Toyota Camry" "$ 27 000 2 250 720 сом" " 2019 г., 2.5 л., автомат,седан, бензин,руль слева, 90 000 км, цвет: черный" https://im.mashina.kg/tachka/images//a/8/2/a82369d777d181fcf46f71d939876759_240x180.jpg
"Toyota RAV4" "$ 25 500 2 125 680 сом" " 2016 г., 2.5 л., автомат,внедорожник 5 дв., бензин,руль слева, 108 000 км, цвет: белый" https://im.mashina.kg/tachka/images//e/d/d/edd6f5db03dbbb9f0242d3fa1fd99cc4_240x180.jpg
"Lexus LX" "$ 26 000 2 167 360 сом" " 2006 г., 4.7 л., автомат,внедорожник 5 дв., бензин,руль слева, 170 000 км, цвет: серебристый" https://im.mashina.kg/tachka/images//7/e/c/7ecb07ddada460363385d11f02c8608f_240x180.jpg
"Kia Sportage" "$ 18 500 1 542 160 сом" " 2016 г., 2 л., автомат,внедорожник 5 дв., дизель,руль слева, 104 000 км, цвет: черный" https://im.mashina.kg/tachka/images//d/c/0/dc0886223d443dccf7f9f0594eedca39_240x180.jpg
"BMW X5" "$ 32 500 2 709 200 сом" " 2016 г., 3 л., автомат,внедорожник 5 дв., бензин,руль слева, 129 000 км, цвет: серебристый" https://im.mashina.kg/tachka/images//b/5/6/b569c47fa4b464873b7609c1899c99cc_240x180.jpg
"Hyundai Avante" "$ 19 459 1 622 102 сом" " 2019 г., 1.6 л., автомат,седан, бензин,руль слева, 108 000 км, цвет: белый" https://im.mashina.kg/tachka/images//5/3/9/539487ede4970425a27f45073ec53b8e_240x180.jpg
"DongFeng E11K" "$ 14 500 1 208 720 сом" " 2018 г., автомат,седан, электро,руль слева, 100 000 км, цвет: белый" https://im.mashina.kg/tachka/images//5/d/4/5d46e4413ecacaaf4f32ba3d7b58cdfc_240x180.jpg
"Lexus RX" "$ 46 500 3 876 240 сом" " 2016 г., 3.5 л., автомат,внедорожник 5 дв., бензин,руль слева, 39 000 км, цвет: черный" https://im.mashina.kg/tachka/images//6/1/8/618acfe74614a198e5dfff9038fe418d_240x180.jpg
"Hyundai Sonata" "$ 13 700 1 142 032 сом" " 2016 г., 2.4 л., автомат,седан, бензин,руль слева, 91 000 км, цвет: белый" https://im.mashina.kg/tachka/images//1/3/4/13456080aabc33b1eb01923bd9b5d46c_240x180.jpg
"Tesla Model Y" "$ 100 000 8 336 000 сом" " 2022 г., автомат,внедорожник 5 дв., электро,руль слева, 25 км, цвет: белый" https://im.mashina.kg/tachka/images//4/5/4/454e48dce99be61b7c91abb0d83c31bf_240x180.jpg
"Toyota Camry" "$ 18 700 1 558 832 сом" " 2015 г., 2.5 л., автомат,седан, бензин,руль слева, 150 000 км, цвет: серый" https://im.mashina.kg/tachka/images//8/9/e/89e4c7c7a2ff280f5642ba7cce6740b8_240x180.jpg
"Kia Sorento" "$ 27 400 2 284 064 сом" " 2016 г., 2 л., автомат,внедорожник 5 дв., дизель,руль слева, 128 600 км, цвет: белый" https://im.mashina.kg/tachka/images//9/5/c/95c6884a4c298b5c8a39d0dd9074ce89_240x180.jpg
"BMW 5 Серия" "$ 43 500 3 626 160 сом" " 2017 г., 3 л., автомат,седан, дизель,руль слева, 160 000 км, цвет: серый" https://im.mashina.kg/tachka/images//4/1/b/41ba57c279ad3c89a9a94d5528d87661_240x180.jpg
"Kia Sportage" "$ 21 999 1 833 837 сом" " 2018 г., 2 л., автомат,внедорожник 5 дв., дизель,руль слева, 100 000 км, цвет: белый" https://im.mashina.kg/tachka/images//2/b/e/2be78ca4b87f3343f1dc6c5264916f6f_240x180.jpg
"Land Rover Range Rover Sport" "$ 26 500 2 209 040 сом" " 2011 г., 5 л., автомат,внедорожник 5 дв., бензин,руль слева, 204 000 км, цвет: белый" https://im.mashina.kg/tachka/images//2/d/2/2d2bb9f717ad9e01a4d21c1b6fc31639_240x180.jpg
"BMW X5" "$ 41 700 3 476 112 сом" " 2015 г., 3 л., автомат,внедорожник 5 дв., бензин,руль слева, цвет: серый" https://im.mashina.kg/tachka/images//f/3/d/f3d1b9829e69ef17033db8521ede643b_240x180.jpg
"Toyota Camry" "$ 24 000 2 000 640 сом" " 2016 г., 2.5 л., автомат,седан, бензин,руль слева, 120 000 км, цвет: белый" https://im.mashina.kg/tachka/images//5/c/6/5c616443b0c99c16d990511e76a72ee7_240x180.jpg
"Lexus GX" "$ 33 500 2 792 560 сом" " 2007 г., 4.7 л., автомат,внедорожник 5 дв., бензин,руль слева, 96 000 км, цвет: серебристый" https://im.mashina.kg/tachka/images//6/b/f/6bf74dae9ba34f4ff40b77c3d99bb892_240x180.jpg
"Lexus GS" "$ 11 800 983 648 сом" " 2003 г., 4.3 л., автомат,седан, бензин,руль слева, 157 500 км, цвет: серебристый" https://im.mashina.kg/tachka/images//2/9/d/29d744d5f616e79fb5708637b5d4e97f_240x180.jpg
"Toyota Windom" "$ 7 600 633 536 сом" " 2002 г., 3 л., автомат,седан, бензин,руль справа, 271 000 км, цвет: черный" https://im.mashina.kg/tachka/images//e/8/7/e87e8c5ec00ee86b9ef65f74ce52d074_240x180.jpg
"Honda Accord" "$ 11 800 983 648 сом" " 2005 г., 2.4 л., автомат,седан, бензин,руль справа, 178 255 км, цвет: белый" https://im.mashina.kg/tachka/images//2/7/9/2799261ece93c6f7591438de5f1b3c41_240x180.jpg
"BMW X6" "$ 49 800 4 151 328 сом" " 2016 г., 3 л., автомат,внедорожник 5 дв., дизель,руль слева, цвет: серый" https://im.mashina.kg/tachka/images//6/a/e/6aecf4f3ce1ee37b83cce34651700e25_240x180.jpg
"Toyota Camry" "$ 37 000 3 084 320 сом" " 2018 г., 3.5 л., автомат,седан, бензин,руль слева, 62 500 км, цвет: черный" https://im.mashina.kg/tachka/images//5/c/1/5c1911f870f043051f6145a9d365f0c2_240x180.jpg
"BMW 1 Серия" "$ 21 999 1 833 837 сом" " 2008 г., 3 л., механика,купе, бензин,руль слева, 158 000 км, цвет: серебристый" https://im.mashina.kg/tachka/images//e/b/6/eb61373665823e258c4205d0b77c649c_240x180.jpg
"Toyota Camry" "$ 18 900 1 575 504 сом" " 2017 г., 2.5 л., автомат,седан, бензин,руль слева, 66 000 км, цвет: синий" https://im.mashina.kg/tachka/images//e/7/f/e7f79f59337646b23eaa603b505dbef1_240x180.jpg
"Honda Stepwgn" "$ 14 800 1 233 728 сом" " 2006 г., 2 л., автомат,минивэн, бензин,руль справа, 193 000 км, цвет: белый" https://im.mashina.kg/tachka/images//a/e/d/aed976e09dc57898496048bee7c7255a_240x180.jpg
"BMW 7 Серия" "$ 57 000 4 751 520 сом" " 2016 г., 4.4 л., автомат,седан, бензин,руль слева, цвет: черный" https://im.mashina.kg/tachka/images//f/c/6/fc6f7e7d35776cd5ce149fa2db48c950_240x180.jpg
"Toyota Camry" "$ 9 999 833 517 сом" " 2005 г., 2.4 л., автомат,седан, бензин,руль справа, 280 000 км, цвет: белый" https://im.mashina.kg/tachka/images//c/8/e/c8ecede730754088abd31a1980127f62_240x180.jpg
"Nissan Pathfinder" "$ 11 500 958 640 сом" " 2015 г., 3.5 л., вариатор,внедорожник 5 дв., бензин,руль слева, 130 000 км, цвет: серебристый" https://im.mashina.kg/tachka/images//0/2/b/02bad4918058a4b57c92e021c9b96b17_240x180.jpg
"BMW M5" "$ 42 000 3 501 120 сом" " 2013 г., 4.4 л., робот,седан, бензин,руль слева, 68 000 км, цвет: синий" https://im.mashina.kg/tachka/images//0/6/c/06c51c74203076fdbeb12fc835391520_240x180.jpg
"Hyundai Tucson" "$ 18 500 1 542 160 сом" " 2016 г., 2 л., автомат,внедорожник 5 дв., дизель,руль слева, 157 000 км, цвет: белый" https://im.mashina.kg/tachka/images//5/b/4/5b4d6b0f11702f6e28e5734d140e9c29_240x180.jpg
"Mercedes-Benz S-класс" "$ 100 000 8 336 000 сом" " 2018 г., 2.9 л., автомат,седан, дизель,руль слева, 87 000 км, цвет: черный" https://im.mashina.kg/tachka/images//f/d/b/fdb953a79fb5604b1a17ed4df2c96e4e_240x180.jpg
"Land Rover Range Rover Evoque" "$ 18 500 1 542 160 сом" " 2012 г., 2 л., автомат,внедорожник 5 дв., бензин,руль слева, 110 000 км, цвет: белый" https://im.mashina.kg/tachka/images//3/8/a/38a150b1dd1f69eec2f548498d18bf78_240x180.jpg
"Honda CR-V" "$ 20 000 1 667 200 сом" " 2012 г., 2.4 л., автомат,внедорожник 5 дв., бензин,руль слева, 149 000 км, цвет: серебристый" https://im.mashina.kg/tachka/images//5/4/3/5434e4e5780c74297a36052a90f7745f_240x180.jpg
"Honda Stepwgn" "$ 8 490 707 726 сом" " 2003 г., 2 л., автомат,минивэн, бензин,руль справа, 230 192 км, цвет: белый" https://im.mashina.kg/tachka/images//9/9/b/99ba2590285571ea4c6974097778a694_240x180.jpg
"Ford Econoline" "$ 19 000 1 583 840 сом" " 2001 г., 5.4 л., автомат,минивэн, бензин,руль слева, 95 000 км, цвет: сиреневый" https://im.mashina.kg/tachka/images//d/a/9/da994bacae3844e24846ba8b5304a237_240x180.jpg
"Lexus LX" "$ 260 000 21 673 600 сом" " 2022 г., 3.4 л., автомат,внедорожник 5 дв., бензин,руль слева, 1 500 км, цвет: черный" https://im.mashina.kg/tachka/images//7/5/0/7500ea15546140ff98b6fd368803d60f_240x180.jpg
"BMW 5 Серия" "$ 8 800 733 568 сом" " 1995 г., 4 л., механика,седан, бензин,руль слева, цвет: серый" https://im.mashina.kg/tachka/images//7/9/3/793139267affe0742acbf31806e2cd63_240x180.jpg
